Timestamp;Throuput;Run
04-01-2021 0:00;5864.706135;ON
04-01-2021 0:10;5968.624941;ON
04-01-2021 0:20;3586.502685;ON
04-01-2021 0:30;6294.587527;ON
04-01-2021 0:40;6271.714932;ON
04-01-2021 0:50;4343.256257;ON
04-01-2021 1:00;5132.450256;ON
04-01-2021 1:10;5796.903396;ON
04-01-2021 1:20;6474.431525;ON
04-01-2021 1:30;6084.439077;ON
04-01-2021 1:40;3811.9395;ON
04-01-2021 1:50;5760.419591;ON
04-01-2021 2:00;5945.992828;ON
04-01-2021 2:10;4779.159196;ON
04-01-2021 2:20;4125.577084;ON
04-01-2021 2:30;4679.605632;ON
04-01-2021 2:40;6170.326946;ON
04-01-2021 2:50;3909.219341;ON
04-01-2021 3:00;2374.773848;ON
04-01-2021 3:10;3870.757912;ON
04-01-2021 3:20;5365.703738;ON
04-01-2021 3:30;2498.909665;ON
04-01-2021 3:40;5906.958286;ON
04-01-2021 3:50;5578.557064;ON
04-01-2021 4:00;4382.532706;ON
04-01-2021 4:10;3412.415639;ON
04-01-2021 4:20;2680.727598;ON
04-01-2021 4:30;4930.365164;ON
04-01-2021 4:40;5911.627872;ON
04-01-2021 4:50;5570.284734;ON
04-01-2021 5:00;6262.924929;ON
04-01-2021 5:10;6070.181563;ON
04-01-2021 5:20;3857.174126;ON
04-01-2021 5:30;4253.681823;ON
04-01-2021 5:40;5673.733504;ON
04-01-2021 5:50;5869.694266;ON
04-01-2021 6:00;6813.226953;ON
04-01-2021 6:10;5579.911195;ON
04-01-2021 6:20;5557.687502;ON
04-01-2021 6:30;6724.274224;ON
04-01-2021 6:40;4628.305123;ON
04-01-2021 6:50;5321.654292;ON
04-01-2021 7:00;6273.804843;ON
04-01-2021 7:10;6417.300113;ON
04-01-2021 7:20;6094.226886;ON
04-01-2021 7:30;6090.078306;ON
04-01-2021 7:40;5577.198798;ON
04-01-2021 7:50;2636.360816;ON
04-01-2021 8:00;26.88422673;Off
04-01-2021 8:10;4648.877816;ON
04-01-2021 8:20;5883.79518;ON
04-01-2021 8:30;6543.99678;ON
04-01-2021 8:40;6224.529051;ON
